client_id,age,account_age_months,employment_type,segment
CLI_01900,44,93,Gig-worker,Mass
CLI_01901,30,23,Unemployed,Mass
CLI_01902,62,6,Self-employed,Mass
CLI_01903,50,32,Self-employed,Mass
CLI_01904,23,106,Self-employed,Mass-Affluent
CLI_01905,41,18,Salaried,Mass
CLI_01906,36,15,Salaried,Mass
CLI_01907,33,40,Salaried,Mass
CLI_01908,57,96,Salaried,Premium
CLI_01909,45,73,Gig-worker,Mass-Affluent
CLI_01910,50,101,Self-employed,Mass
CLI_01911,65,74,Unemployed,Mass
CLI_01912,58,84,Salaried,Mass
CLI_01913,30,6,Gig-worker,Mass
CLI_01914,60,112,Salaried,Mass
CLI_01915,62,63,Salaried,Mass-Affluent
CLI_01916,42,67,Salaried,Mass
CLI_01917,70,106,Self-employed,Mass
CLI_01918,59,11,Salaried,Mass
CLI_01919,53,43,Self-employed,Mass
CLI_01920,44,17,Salaried,Mass
CLI_01921,55,96,Unemployed,Mass
CLI_01922,24,4,Self-employed,Mass
CLI_01923,22,63,Business Owner,Mass-Affluent
CLI_01924,60,68,Unemployed,Mass
CLI_01925,62,81,Unemployed,Mass
CLI_01926,74,41,Unemployed,Mass
CLI_01927,68,83,Self-employed,Mass-Affluent
CLI_01928,48,5,Salaried,Mass
CLI_01929,40,32,Salaried,Mass-Affluent
CLI_01930,59,86,Salaried,Premium
CLI_01931,27,70,Gig-worker,Mass
CLI_01932,49,35,Gig-worker,Mass-Affluent
CLI_01933,60,22,Unemployed,Mass-Affluent
CLI_01934,70,65,Business Owner,Mass
CLI_01935,47,84,Gig-worker,Mass-Affluent
CLI_01936,56,22,Gig-worker,Mass
CLI_01937,48,112,Business Owner,Mass
CLI_01938,35,119,Salaried,Mass-Affluent
CLI_01939,53,11,Self-employed,Mass-Affluent
CLI_01940,19,77,Salaried,Premium
CLI_01941,31,106,Self-employed,Mass
CLI_01942,30,3,Salaried,Mass
CLI_01943,46,9,Unemployed,Mass
CLI_01944,29,60,Gig-worker,Mass
CLI_01945,56,76,Salaried,Mass
CLI_01946,19,87,Salaried,Mass
CLI_01947,49,14,Gig-worker,Mass
CLI_01948,30,97,Business Owner,Mass
CLI_01949,63,18,Self-employed,Mass
CLI_01950,44,113,Gig-worker,Private
CLI_01951,66,105,Salaried,Mass-Affluent
CLI_01952,58,73,Gig-worker,Mass
CLI_01953,34,23,Self-employed,Premium
CLI_01954,57,74,Self-employed,Mass-Affluent
CLI_01955,48,83,Salaried,Premium
CLI_01956,51,47,Self-employed,Mass
CLI_01957,41,69,Self-employed,Mass
CLI_01958,62,47,Business Owner,Premium
CLI_01959,52,116,Unemployed,Mass
CLI_01960,65,87,Self-employed,Premium
CLI_01961,23,30,Self-employed,Mass-Affluent
CLI_01962,36,25,Salaried,Private
CLI_01963,47,28,Self-employed,Mass
CLI_01964,24,98,Gig-worker,Mass
CLI_01965,27,109,Salaried,Mass
CLI_01966,58,112,Salaried,Private
CLI_01967,49,111,Self-employed,Mass
CLI_01968,51,25,Salaried,Mass
CLI_01969,45,74,Gig-worker,Mass
CLI_01970,32,78,Gig-worker,Mass
CLI_01971,47,106,Salaried,Mass
CLI_01972,54,110,Salaried,Mass
CLI_01973,46,58,Self-employed,Mass-Affluent
CLI_01974,39,94,Self-employed,Mass
CLI_01975,21,119,Salaried,Premium
CLI_01976,37,41,Unemployed,Mass-Affluent
CLI_01977,49,25,Self-employed,Mass-Affluent
CLI_01978,53,78,Gig-worker,Mass-Affluent
CLI_01979,67,99,Self-employed,Mass
CLI_01980,21,116,Business Owner,Mass
CLI_01981,44,48,Gig-worker,Mass-Affluent
CLI_01982,34,98,Salaried,Mass
CLI_01983,29,10,Unemployed,Mass
CLI_01984,39,99,Gig-worker,Mass
CLI_01985,34,75,Salaried,Mass-Affluent
CLI_01986,27,11,Gig-worker,Mass
CLI_01987,71,85,Gig-worker,Mass
CLI_01988,18,21,Unemployed,Mass
CLI_01989,39,86,Gig-worker,Private
CLI_01990,43,45,Salaried,Mass
CLI_01991,73,7,Self-employed,Mass-Affluent
CLI_01992,35,119,Gig-worker,Mass
CLI_01993,67,81,Salaried,Mass-Affluent
CLI_01994,31,64,Gig-worker,Mass
CLI_01995,64,64,Self-employed,Mass-Affluent
CLI_01996,46,2,Salaried,Mass
CLI_01997,29,76,Gig-worker,Mass
CLI_01998,53,42,Salaried,Mass-Affluent
CLI_01999,52,82,Salaried,Mass-Affluent
CLI_02000,69,54,Salaried,Mass-Affluent
CLI_02001,29,75,Salaried,Premium
CLI_02002,24,16,Self-employed,Mass
CLI_02003,46,113,Salaried,Premium
CLI_02004,28,115,Self-employed,Mass
CLI_02005,50,18,Salaried,Mass-Affluent
CLI_02006,23,99,Business Owner,Mass
CLI_02007,64,117,Gig-worker,Mass
CLI_02008,32,59,Self-employed,Mass
CLI_02009,49,90,Salaried,Mass
CLI_02010,68,16,Gig-worker,Mass
CLI_02011,28,6,Salaried,Mass
CLI_02012,40,57,Unemployed,Mass
CLI_02013,43,108,Gig-worker,Mass
CLI_02014,51,107,Gig-worker,Mass
CLI_02015,63,47,Self-employed,Mass
CLI_02016,51,111,Salaried,Mass
CLI_02017,46,48,Self-employed,Mass
CLI_02018,21,42,Self-employed,Mass-Affluent
CLI_02019,34,76,Self-employed,Premium
CLI_02020,52,60,Gig-worker,Mass
CLI_02021,30,77,Salaried,Mass-Affluent
CLI_02022,58,4,Salaried,Mass-Affluent
CLI_02023,56,103,Self-employed,Mass
CLI_02024,32,118,Gig-worker,Mass-Affluent
CLI_02025,72,2,Gig-worker,Mass
CLI_02026,46,90,Unemployed,Mass
CLI_02027,46,59,Salaried,Mass
CLI_02028,28,27,Unemployed,Mass
CLI_02029,69,27,Business Owner,Mass-Affluent
CLI_02030,49,79,Unemployed,Mass
CLI_02031,19,72,Self-employed,Mass
CLI_02032,64,7,Salaried,Mass
CLI_02033,31,63,Salaried,Mass-Affluent
CLI_02034,37,111,Self-employed,Mass-Affluent
CLI_02035,39,119,Salaried,Mass-Affluent
CLI_02036,28,46,Salaried,Mass
CLI_02037,44,63,Self-employed,Mass
CLI_02038,20,104,Salaried,Mass
CLI_02039,34,12,Unemployed,Mass
CLI_02040,61,13,Self-employed,Mass
CLI_02041,73,43,Self-employed,Mass
CLI_02042,45,17,Self-employed,Mass
CLI_02043,46,63,Unemployed,Premium
CLI_02044,38,81,Self-employed,Mass-Affluent
CLI_02045,64,36,Gig-worker,Mass
CLI_02046,33,85,Salaried,Mass
CLI_02047,54,8,Unemployed,Mass
CLI_02048,37,69,Self-employed,Mass-Affluent
CLI_02049,23,90,Gig-worker,Mass-Affluent
CLI_02050,36,80,Salaried,Private
CLI_02051,74,36,Gig-worker,Mass
CLI_02052,22,28,Salaried,Mass-Affluent
CLI_02053,20,118,Unemployed,Mass
CLI_02054,18,93,Business Owner,Premium
CLI_02055,55,47,Salaried,Mass-Affluent
CLI_02056,32,76,Self-employed,Mass-Affluent
CLI_02057,51,101,Salaried,Mass
CLI_02058,52,30,Self-employed,Mass-Affluent
CLI_02059,66,23,Salaried,Mass
CLI_02060,42,16,Self-employed,Mass
CLI_02061,41,14,Salaried,Mass
CLI_02062,29,74,Salaried,Mass
CLI_02063,35,71,Gig-worker,Mass
CLI_02064,32,109,Salaried,Mass
CLI_02065,61,52,Gig-worker,Mass
CLI_02066,33,37,Salaried,Mass
CLI_02067,44,29,Gig-worker,Mass
CLI_02068,25,67,Unemployed,Mass
CLI_02069,63,15,Self-employed,Mass
CLI_02070,42,100,Unemployed,Mass
CLI_02071,34,47,Unemployed,Mass
CLI_02072,46,46,Salaried,Mass-Affluent
CLI_02073,70,52,Salaried,Mass
CLI_02074,25,19,Gig-worker,Mass-Affluent
CLI_02075,32,77,Unemployed,Mass
CLI_02076,44,106,Business Owner,Private
CLI_02077,63,21,Salaried,Mass
CLI_02078,67,64,Salaried,Mass
CLI_02079,69,37,Salaried,Mass
CLI_02080,24,27,Self-employed,Mass
CLI_02081,20,55,Gig-worker,Mass-Affluent
CLI_02082,46,116,Salaried,Mass
CLI_02083,61,29,Gig-worker,Mass
CLI_02084,70,20,Self-employed,Premium
CLI_02085,41,25,Self-employed,Mass
CLI_02086,20,70,Salaried,Mass
CLI_02087,37,63,Unemployed,Mass
CLI_02088,63,36,Gig-worker,Mass
CLI_02089,32,2,Self-employed,Premium
CLI_02090,42,22,Self-employed,Mass-Affluent
CLI_02091,47,96,Salaried,Mass-Affluent
CLI_02092,31,16,Salaried,Premium
CLI_02093,24,18,Self-employed,Mass
CLI_02094,34,69,Salaried,Mass
CLI_02095,61,54,Self-employed,Mass
CLI_02096,37,100,Self-employed,Mass-Affluent
CLI_02097,53,30,Self-employed,Premium
CLI_02098,26,45,Salaried,Mass
CLI_02099,55,19,Salaried,Mass
CLI_02100,65,87,Self-employed,Premium
CLI_02101,74,34,Salaried,Mass
CLI_02102,39,13,Self-employed,Premium
CLI_02103,71,43,Self-employed,Mass
CLI_02104,70,62,Gig-worker,Mass
CLI_02105,70,118,Self-employed,Mass
CLI_02106,19,93,Salaried,Mass-Affluent
CLI_02107,41,100,Salaried,Mass
CLI_02108,25,22,Business Owner,Mass
CLI_02109,28,52,Business Owner,Premium
CLI_02110,30,52,Gig-worker,Mass-Affluent
CLI_02111,34,111,Unemployed,Mass-Affluent
CLI_02112,25,36,Gig-worker,Mass
CLI_02113,38,73,Salaried,Premium
CLI_02114,35,103,Salaried,Mass
CLI_02115,47,115,Unemployed,Mass
CLI_02116,35,19,Salaried,Mass
CLI_02117,63,38,Gig-worker,Mass
CLI_02118,64,70,Gig-worker,Premium
CLI_02119,48,116,Self-employed,Mass
CLI_02120,55,111,Gig-worker,Mass
CLI_02121,49,79,Salaried,Mass-Affluent
CLI_02122,28,57,Salaried,Mass-Affluent
CLI_02123,62,20,Gig-worker,Mass-Affluent
CLI_02124,42,9,Self-employed,Mass
CLI_02125,50,32,Gig-worker,Mass-Affluent
CLI_02126,55,4,Self-employed,Mass
CLI_02127,58,50,Salaried,Private
CLI_02128,25,82,Unemployed,Mass
CLI_02129,28,5,Gig-worker,Mass-Affluent
CLI_02130,39,20,Salaried,Mass
CLI_02131,68,87,Gig-worker,Mass
CLI_02132,41,75,Self-employed,Mass
CLI_02133,58,37,Unemployed,Mass
CLI_02134,34,22,Salaried,Mass
CLI_02135,29,58,Self-employed,Mass-Affluent
CLI_02136,74,68,Salaried,Mass
CLI_02137,63,93,Salaried,Mass-Affluent
CLI_02138,49,44,Gig-worker,Mass
CLI_02139,32,34,Self-employed,Mass
CLI_02140,33,77,Self-employed,Mass-Affluent
CLI_02141,71,42,Salaried,Mass-Affluent
CLI_02142,39,9,Salaried,Mass
CLI_02143,45,106,Gig-worker,Mass
CLI_02144,37,95,Salaried,Mass-Affluent
CLI_02145,50,7,Salaried,Mass
CLI_02146,27,68,Salaried,Mass
CLI_02147,57,19,Gig-worker,Mass-Affluent
CLI_02148,49,106,Salaried,Mass
CLI_02149,67,94,Gig-worker,Mass
CLI_02150,50,31,Salaried,Premium
CLI_02151,19,35,Salaried,Mass-Affluent
CLI_02152,50,57,Self-employed,Mass
CLI_02153,50,85,Salaried,Mass
CLI_02154,58,61,Gig-worker,Mass
CLI_02155,30,31,Salaried,Mass-Affluent
CLI_02156,47,83,Gig-worker,Mass-Affluent
CLI_02157,50,95,Salaried,Mass
CLI_02158,30,53,Salaried,Mass
CLI_02159,69,32,Gig-worker,Mass
CLI_02160,43,66,Unemployed,Mass
CLI_02161,39,59,Salaried,Mass-Affluent
CLI_02162,56,116,Gig-worker,Mass
CLI_02163,19,10,Self-employed,Mass
CLI_02164,55,2,Gig-worker,Mass
CLI_02165,56,66,Self-employed,Mass
CLI_02166,43,60,Salaried,Mass
CLI_02167,63,88,Business Owner,Mass
CLI_02168,67,17,Salaried,Mass-Affluent
CLI_02169,32,96,Salaried,Private
CLI_02170,51,16,Unemployed,Premium
CLI_02171,59,16,Gig-worker,Mass
CLI_02172,72,46,Gig-worker,Mass-Affluent
CLI_02173,61,39,Self-employed,Private
CLI_02174,66,117,Gig-worker,Mass
CLI_02175,57,31,Salaried,Mass
CLI_02176,28,107,Self-employed,Mass
CLI_02177,20,88,Salaried,Mass
CLI_02178,23,1,Self-employed,Mass-Affluent
CLI_02179,26,11,Business Owner,Mass
CLI_02180,23,119,Salaried,Mass
CLI_02181,26,85,Gig-worker,Mass
CLI_02182,56,4,Salaried,Mass
CLI_02183,48,71,Salaried,Mass
CLI_02184,49,26,Unemployed,Mass
CLI_02185,58,111,Salaried,Mass
CLI_02186,67,50,Gig-worker,Mass-Affluent
CLI_02187,29,12,Self-employed,Mass-Affluent
CLI_02188,25,95,Unemployed,Mass-Affluent
CLI_02189,25,81,Gig-worker,Mass-Affluent
CLI_02190,67,97,Gig-worker,Mass-Affluent
CLI_02191,45,75,Self-employed,Mass-Affluent
CLI_02192,37,92,Business Owner,Mass-Affluent
CLI_02193,64,96,Gig-worker,Mass-Affluent
CLI_02194,24,65,Gig-worker,Mass
CLI_02195,28,47,Salaried,Mass
CLI_02196,37,92,Salaried,Mass-Affluent
CLI_02197,33,53,Gig-worker,Mass
CLI_02198,21,106,Unemployed,Mass
CLI_02199,23,71,Unemployed,Mass
CLI_02200,39,2,Business Owner,Mass
CLI_02201,43,106,Gig-worker,Private
CLI_02202,20,24,Self-employed,Mass
CLI_02203,58,4,Self-employed,Mass
CLI_02204,59,108,Gig-worker,Mass
CLI_02205,31,19,Salaried,Mass-Affluent
CLI_02206,28,26,Gig-worker,Mass
CLI_02207,35,75,Unemployed,Mass-Affluent
CLI_02208,71,40,Salaried,Mass-Affluent
CLI_02209,29,50,Unemployed,Mass
CLI_02210,40,43,Salaried,Mass
CLI_02211,29,75,Self-employed,Mass
CLI_02212,30,109,Gig-worker,Mass-Affluent
CLI_02213,42,67,Self-employed,Mass-Affluent
CLI_02214,62,12,Gig-worker,Mass
CLI_02215,68,67,Unemployed,Mass
CLI_02216,36,106,Gig-worker,Mass
CLI_02217,72,27,Salaried,Mass-Affluent
CLI_02218,63,113,Gig-worker,Mass
CLI_02219,53,54,Salaried,Mass
CLI_02220,62,66,Salaried,Mass
CLI_02221,25,49,Salaried,Mass-Affluent
CLI_02222,46,16,Unemployed,Mass-Affluent
CLI_02223,72,2,Gig-worker,Mass
CLI_02224,70,60,Self-employed,Mass-Affluent
CLI_02225,72,54,Salaried,Mass
CLI_02226,49,30,Salaried,Private
CLI_02227,68,84,Business Owner,Mass
CLI_02228,61,38,Gig-worker,Mass-Affluent
CLI_02229,35,28,Unemployed,Mass
CLI_02230,23,25,Salaried,Mass
CLI_02231,35,96,Salaried,Mass-Affluent
CLI_02232,36,10,Unemployed,Mass
CLI_02233,39,60,Self-employed,Mass
CLI_02234,54,42,Salaried,Mass
CLI_02235,49,40,Salaried,Mass
CLI_02236,73,97,Self-employed,Mass
CLI_02237,58,77,Gig-worker,Mass
CLI_02238,20,105,Self-employed,Mass-Affluent
CLI_02239,45,118,Salaried,Mass-Affluent
CLI_02240,27,42,Salaried,Mass
CLI_02241,68,47,Business Owner,Mass
CLI_02242,52,37,Salaried,Premium
CLI_02243,46,118,Gig-worker,Mass
CLI_02244,71,80,Self-employed,Mass
CLI_02245,32,109,Salaried,Mass-Affluent
CLI_02246,50,22,Gig-worker,Mass-Affluent
CLI_02247,24,57,Gig-worker,Mass
CLI_02248,29,84,Gig-worker,Mass
CLI_02249,66,114,Gig-worker,Mass
CLI_02250,47,107,Salaried,Private
CLI_02251,38,27,Gig-worker,Mass
CLI_02252,48,41,Gig-worker,Private
CLI_02253,41,80,Self-employed,Mass
CLI_02254,37,34,Salaried,Mass
CLI_02255,54,32,Gig-worker,Mass
CLI_02256,21,90,Business Owner,Mass-Affluent
CLI_02257,45,89,Gig-worker,Mass
CLI_02258,61,66,Self-employed,Mass
CLI_02259,37,12,Gig-worker,Premium
CLI_02260,41,40,Unemployed,Private
CLI_02261,67,73,Unemployed,Mass
CLI_02262,66,76,Salaried,Mass
CLI_02263,68,90,Gig-worker,Mass-Affluent
CLI_02264,49,73,Salaried,Mass-Affluent
CLI_02265,58,10,Gig-worker,Mass
CLI_02266,53,96,Salaried,Premium
CLI_02267,70,98,Self-employed,Mass
CLI_02268,51,48,Salaried,Mass-Affluent
CLI_02269,53,20,Gig-worker,Mass
CLI_02270,19,39,Self-employed,Mass
CLI_02271,32,60,Salaried,Mass
CLI_02272,51,66,Unemployed,Mass-Affluent
CLI_02273,53,65,Self-employed,Private
CLI_02274,23,51,Gig-worker,Mass
CLI_02275,56,36,Gig-worker,Mass
CLI_02276,59,24,Salaried,Mass
CLI_02277,68,118,Self-employed,Premium
CLI_02278,68,27,Salaried,Private
CLI_02279,71,2,Self-employed,Mass-Affluent
CLI_02280,29,31,Self-employed,Mass
CLI_02281,20,57,Salaried,Private
CLI_02282,62,78,Unemployed,Mass
CLI_02283,35,66,Salaried,Mass
CLI_02284,57,29,Unemployed,Mass
CLI_02285,38,15,Salaried,Mass
CLI_02286,32,12,Gig-worker,Mass-Affluent
CLI_02287,50,101,Salaried,Mass-Affluent
CLI_02288,52,28,Self-employed,Mass
CLI_02289,43,84,Gig-worker,Mass
CLI_02290,25,103,Salaried,Mass
CLI_02291,53,24,Gig-worker,Mass
CLI_02292,65,21,Gig-worker,Mass
CLI_02293,47,10,Self-employed,Mass
CLI_02294,40,110,Unemployed,Mass-Affluent
CLI_02295,59,78,Gig-worker,Premium
CLI_02296,61,101,Salaried,Premium
CLI_02297,31,18,Salaried,Private
CLI_02298,31,88,Gig-worker,Mass-Affluent
CLI_02299,19,14,Gig-worker,Mass
CLI_02300,72,34,Salaried,Premium
CLI_02301,54,58,Salaried,Mass
CLI_02302,22,76,Gig-worker,Mass-Affluent
CLI_02303,55,22,Business Owner,Mass
CLI_02304,62,70,Salaried,Mass-Affluent
CLI_02305,58,36,Gig-worker,Mass
CLI_02306,71,45,Self-employed,Mass
CLI_02307,64,36,Self-employed,Mass
CLI_02308,31,22,Salaried,Mass
CLI_02309,73,78,Gig-worker,Private
CLI_02310,56,80,Unemployed,Mass
CLI_02311,42,61,Salaried,Mass
CLI_02312,37,100,Gig-worker,Premium
CLI_02313,19,56,Salaried,Mass-Affluent
CLI_02314,56,89,Salaried,Mass
CLI_02315,23,96,Gig-worker,Mass
CLI_02316,34,33,Self-employed,Mass
CLI_02317,42,45,Salaried,Premium
CLI_02318,74,36,Gig-worker,Mass-Affluent
CLI_02319,45,20,Gig-worker,Private
CLI_02320,19,18,Gig-worker,Mass
CLI_02321,52,38,Self-employed,Mass
CLI_02322,54,67,Salaried,Mass
CLI_02323,22,23,Unemployed,Mass-Affluent
CLI_02324,18,96,Gig-worker,Mass
CLI_02325,57,109,Gig-worker,Mass
CLI_02326,29,16,Self-employed,Mass
CLI_02327,73,59,Salaried,Mass
CLI_02328,53,69,Salaried,Mass-Affluent
CLI_02329,62,68,Self-employed,Mass
CLI_02330,40,21,Gig-worker,Mass
CLI_02331,64,104,Unemployed,Mass
CLI_02332,48,115,Business Owner,Premium
CLI_02333,28,78,Salaried,Mass
CLI_02334,27,103,Gig-worker,Mass
CLI_02335,20,95,Gig-worker,Mass
CLI_02336,71,78,Salaried,Mass
CLI_02337,31,70,Self-employed,Premium
CLI_02338,33,12,Self-employed,Mass
CLI_02339,27,16,Gig-worker,Premium
CLI_02340,46,81,Salaried,Mass
CLI_02341,27,109,Salaried,Premium
CLI_02342,29,87,Salaried,Mass-Affluent
CLI_02343,47,14,Self-employed,Mass
CLI_02344,58,61,Salaried,Mass-Affluent
CLI_02345,18,71,Self-employed,Mass
CLI_02346,22,46,Self-employed,Mass
CLI_02347,37,32,Self-employed,Mass
CLI_02348,25,15,Gig-worker,Mass
CLI_02349,60,44,Self-employed,Mass-Affluent
CLI_02350,29,17,Gig-worker,Mass
CLI_02351,18,41,Self-employed,Mass-Affluent
CLI_02352,74,54,Gig-worker,Mass
CLI_02353,71,111,Gig-worker,Mass
CLI_02354,37,44,Gig-worker,Premium
CLI_02355,45,98,Salaried,Mass-Affluent
CLI_02356,74,5,Gig-worker,Mass-Affluent
CLI_02357,60,109,Business Owner,Mass-Affluent
CLI_02358,54,27,Salaried,Premium
CLI_02359,64,116,Salaried,Mass
CLI_02360,54,87,Salaried,Mass-Affluent
CLI_02361,29,104,Gig-worker,Mass
CLI_02362,54,78,Salaried,Mass
CLI_02363,66,79,Gig-worker,Mass
CLI_02364,66,43,Salaried,Mass
CLI_02365,73,97,Salaried,Mass
CLI_02366,61,117,Self-employed,Premium
CLI_02367,73,31,Salaried,Mass-Affluent
CLI_02368,45,99,Business Owner,Mass
CLI_02369,64,17,Salaried,Mass
CLI_02370,32,92,Gig-worker,Mass
CLI_02371,23,83,Salaried,Mass
CLI_02372,61,110,Salaried,Mass-Affluent
CLI_02373,37,54,Business Owner,Mass
CLI_02374,67,62,Unemployed,Mass
CLI_02375,31,87,Salaried,Premium
CLI_02376,19,32,Gig-worker,Mass-Affluent
CLI_02377,26,40,Gig-worker,Mass-Affluent
CLI_02378,54,13,Salaried,Mass-Affluent
CLI_02379,37,84,Salaried,Mass
CLI_02380,43,35,Unemployed,Mass
CLI_02381,46,5,Business Owner,Mass-Affluent
CLI_02382,18,73,Business Owner,Mass-Affluent
CLI_02383,72,29,Self-employed,Mass
CLI_02384,52,70,Self-employed,Mass
CLI_02385,23,25,Salaried,Mass-Affluent
CLI_02386,54,95,Salaried,Mass
CLI_02387,70,22,Salaried,Mass
CLI_02388,22,66,Self-employed,Mass
CLI_02389,50,45,Self-employed,Mass
CLI_02390,66,69,Self-employed,Mass
CLI_02391,68,91,Unemployed,Mass
CLI_02392,31,89,Unemployed,Mass-Affluent
CLI_02393,29,72,Business Owner,Mass
CLI_02394,59,119,Salaried,Mass
CLI_02395,37,1,Self-employed,Mass
CLI_02396,70,84,Gig-worker,Private
CLI_02397,67,44,Salaried,Mass
CLI_02398,41,87,Business Owner,Mass
CLI_02399,60,96,Unemployed,Mass-Affluent
CLI_02400,51,75,Salaried,Mass
CLI_02401,42,39,Salaried,Mass
CLI_02402,67,111,Self-employed,Mass
CLI_02403,46,54,Gig-worker,Private
CLI_02404,74,88,Unemployed,Premium
CLI_02405,56,75,Salaried,Premium
CLI_02406,48,29,Salaried,Mass
CLI_02407,73,54,Salaried,Premium
CLI_02408,64,90,Salaried,Mass
CLI_02409,60,16,Salaried,Mass-Affluent
CLI_02410,67,99,Unemployed,Mass-Affluent
CLI_02411,40,20,Salaried,Mass
CLI_02412,61,46,Gig-worker,Mass-Affluent
CLI_02413,55,67,Salaried,Mass
CLI_02414,37,65,Salaried,Mass
CLI_02415,40,58,Self-employed,Premium
CLI_02416,62,53,Gig-worker,Mass
CLI_02417,69,111,Self-employed,Mass
CLI_02418,33,1,Gig-worker,Mass
CLI_02419,67,81,Salaried,Premium
CLI_02420,59,66,Gig-worker,Mass
CLI_02421,72,29,Salaried,Mass
CLI_02422,25,84,Self-employed,Premium
CLI_02423,67,70,Salaried,Mass
CLI_02424,38,8,Self-employed,Mass
CLI_02425,18,29,Salaried,Mass-Affluent
CLI_02426,72,112,Self-employed,Mass
CLI_02427,25,51,Unemployed,Mass-Affluent
CLI_02428,46,33,Gig-worker,Mass
CLI_02429,49,3,Gig-worker,Premium
CLI_02430,55,60,Business Owner,Premium
CLI_02431,22,35,Gig-worker,Mass
CLI_02432,64,69,Salaried,Mass
CLI_02433,39,91,Salaried,Private
CLI_02434,64,108,Self-employed,Mass
CLI_02435,51,76,Self-employed,Mass
CLI_02436,18,84,Salaried,Mass-Affluent
CLI_02437,72,109,Salaried,Mass-Affluent
CLI_02438,72,20,Business Owner,Mass-Affluent
CLI_02439,43,73,Salaried,Mass
CLI_02440,60,39,Gig-worker,Mass
CLI_02441,27,4,Salaried,Premium
CLI_02442,47,115,Self-employed,Mass-Affluent
CLI_02443,67,118,Salaried,Mass-Affluent
CLI_02444,35,19,Self-employed,Private
CLI_02445,34,102,Salaried,Mass-Affluent
CLI_02446,43,91,Self-employed,Mass
CLI_02447,25,45,Self-employed,Mass-Affluent
CLI_02448,64,43,Salaried,Mass
CLI_02449,57,13,Gig-worker,Mass
CLI_02450,66,13,Gig-worker,Mass
CLI_02451,29,60,Salaried,Mass-Affluent
CLI_02452,44,57,Self-employed,Private
CLI_02453,25,86,Salaried,Mass
CLI_02454,42,92,Self-employed,Mass
CLI_02455,63,52,Salaried,Mass
CLI_02456,21,111,Salaried,Mass-Affluent
CLI_02457,50,53,Salaried,Mass-Affluent
CLI_02458,18,109,Gig-worker,Mass
CLI_02459,36,86,Gig-worker,Mass-Affluent
CLI_02460,48,43,Self-employed,Mass
CLI_02461,33,83,Salaried,Mass
CLI_02462,31,72,Salaried,Mass
CLI_02463,70,116,Self-employed,Premium
CLI_02464,65,72,Self-employed,Mass
CLI_02465,22,42,Salaried,Mass-Affluent
CLI_02466,58,90,Gig-worker,Mass
CLI_02467,43,112,Salaried,Mass
CLI_02468,45,115,Self-employed,Mass
CLI_02469,19,26,Unemployed,Mass
CLI_02470,67,23,Unemployed,Mass
CLI_02471,23,43,Self-employed,Mass-Affluent
CLI_02472,26,77,Salaried,Mass
CLI_02473,50,28,Self-employed,Mass-Affluent
CLI_02474,58,9,Gig-worker,Mass
CLI_02475,42,20,Salaried,Mass
CLI_02476,65,56,Gig-worker,Mass
CLI_02477,30,83,Unemployed,Private
CLI_02478,26,112,Unemployed,Mass
CLI_02479,70,39,Salaried,Mass
CLI_02480,30,51,Self-employed,Premium
CLI_02481,48,12,Self-employed,Mass
CLI_02482,58,79,Salaried,Mass-Affluent
CLI_02483,28,95,Gig-worker,Mass
CLI_02484,21,55,Self-employed,Mass-Affluent
CLI_02485,51,78,Gig-worker,Mass
CLI_02486,55,11,Salaried,Premium
CLI_02487,63,26,Self-employed,Mass
CLI_02488,21,42,Unemployed,Mass
CLI_02489,55,27,Self-employed,Mass
CLI_02490,36,11,Self-employed,Mass
CLI_02491,23,38,Salaried,Mass-Affluent
CLI_02492,51,98,Salaried,Mass
CLI_02493,35,43,Gig-worker,Mass
CLI_02494,30,19,Salaried,Mass
CLI_02495,58,64,Unemployed,Mass
CLI_02496,40,6,Salaried,Mass
CLI_02497,36,46,Gig-worker,Mass
CLI_02498,62,116,Salaried,Mass-Affluent
CLI_02499,28,102,Unemployed,Private
CLI_02500,18,113,Salaried,Mass
CLI_02501,41,42,Salaried,Mass-Affluent
CLI_02502,71,92,Salaried,Mass
CLI_02503,24,65,Self-employed,Mass
CLI_02504,42,99,Salaried,Mass
CLI_02505,38,104,Salaried,Mass
CLI_02506,32,72,Salaried,Mass
CLI_02507,18,59,Self-employed,Premium
CLI_02508,29,52,Salaried,Premium
CLI_02509,24,118,Salaried,Mass
CLI_02510,32,47,Salaried,Mass
CLI_02511,38,7,Gig-worker,Private
CLI_02512,36,11,Self-employed,Mass
CLI_02513,46,103,Gig-worker,Mass-Affluent
CLI_02514,42,61,Unemployed,Mass
CLI_02515,50,68,Business Owner,Mass
CLI_02516,66,25,Salaried,Mass
CLI_02517,49,12,Self-employed,Premium
CLI_02518,66,26,Self-employed,Premium
CLI_02519,52,102,Unemployed,Mass
CLI_02520,61,110,Gig-worker,Mass-Affluent
CLI_02521,55,12,Gig-worker,Mass
CLI_02522,43,43,Gig-worker,Mass
CLI_02523,28,51,Unemployed,Mass-Affluent
CLI_02524,52,117,Salaried,Mass
CLI_02525,25,37,Salaried,Mass
CLI_02526,63,46,Salaried,Mass
CLI_02527,31,53,Salaried,Private
CLI_02528,27,88,Gig-worker,Premium
CLI_02529,19,80,Salaried,Mass-Affluent
CLI_02530,63,13,Salaried,Mass
CLI_02531,26,89,Unemployed,Mass-Affluent
CLI_02532,20,118,Gig-worker,Mass
