application_id,client_id,branch_id,age,segment,employment_type,account_age_months,requested_amount,status,rejection_reason,recommended_action
APP_006511,CLI_03660,BR_029,48,Premium,Gig-worker,27,35423.48,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006513,CLI_00920,BR_039,49,Premium,Salaried,79,16566.69,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006514,CLI_04553,BR_044,60,Mass,Unemployed,97,33892.75,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006517,CLI_02158,BR_045,30,Mass,Salaried,53,15673.3,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006520,CLI_03198,BR_031,32,Mass,Salaried,84,27214.71,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006523,CLI_00810,BR_009,27,Mass,Gig-worker,49,31396.55,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006524,CLI_02934,BR_015,48,Premium,Salaried,28,10419.62,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006525,CLI_03269,BR_020,28,Mass-Affluent,Self-employed,61,11553.3,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006526,CLI_04869,BR_048,19,Premium,Business Owner,3,13862.15,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006530,CLI_04905,BR_008,19,Mass-Affluent,Gig-worker,23,35009.05,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006531,CLI_04975,BR_040,58,Mass,Self-employed,59,44563.02,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006532,CLI_03081,BR_021,63,Mass,Salaried,104,3132.26,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006537,CLI_02614,BR_041,73,Private,Salaried,4,11317.74,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006541,CLI_01834,BR_014,66,Mass,Self-employed,32,8827.37,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006542,CLI_02514,BR_001,42,Mass,Unemployed,61,17317.54,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006546,CLI_02032,BR_022,64,Mass,Salaried,7,27867.39,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006547,CLI_01509,BR_014,63,Mass,Salaried,115,39363.84,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006551,CLI_01056,BR_003,68,Mass-Affluent,Gig-worker,75,41329.28,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006554,CLI_03172,BR_021,64,Mass,Gig-worker,51,4299.43,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006556,CLI_03013,BR_040,51,Private,Self-employed,112,35072.9,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006558,CLI_03563,BR_045,45,Mass,Self-employed,65,38912.47,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006561,CLI_04621,BR_032,61,Mass,Salaried,30,15924.72,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006562,CLI_01618,BR_024,26,Mass-Affluent,Salaried,34,34209.11,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006563,CLI_01624,BR_011,57,Mass,Salaried,87,35886.57,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006564,CLI_01666,BR_037,29,Mass,Salaried,21,34092.54,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006566,CLI_04497,BR_018,66,Mass,Salaried,85,18991.77,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006567,CLI_01596,BR_011,41,Mass,Salaried,26,2943.22,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006569,CLI_02787,BR_043,45,Premium,Self-employed,8,8864.46,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006570,CLI_00529,BR_038,25,Mass,Unemployed,88,35168.6,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006571,CLI_02605,BR_001,28,Mass,Gig-worker,52,43787.02,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006572,CLI_03196,BR_029,46,Mass-Affluent,Salaried,75,16196.93,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006575,CLI_03961,BR_009,70,Mass,Gig-worker,71,39918.64,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006577,CLI_02822,BR_038,38,Premium,Self-employed,110,33106.91,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006578,CLI_04028,BR_031,45,Premium,Self-employed,4,34179.77,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006579,CLI_00102,BR_027,74,Mass,Self-employed,16,25079.87,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006582,CLI_03095,BR_005,71,Premium,Gig-worker,31,36958.89,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006585,CLI_01181,BR_005,32,Mass,Unemployed,42,26886.25,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006586,CLI_02887,BR_020,33,Mass,Gig-worker,82,13923.2,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006587,CLI_02729,BR_038,21,Mass,Gig-worker,113,49294.48,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006588,CLI_02693,BR_037,19,Premium,Salaried,27,3701.7,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006590,CLI_00405,BR_050,72,Mass,Self-employed,6,15587.16,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006592,CLI_03269,BR_021,28,Mass-Affluent,Self-employed,61,45968.18,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006594,CLI_02083,BR_040,61,Mass,Gig-worker,29,45931.86,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006595,CLI_02468,BR_005,45,Mass,Self-employed,115,21743.6,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006596,CLI_04473,BR_004,41,Mass,Self-employed,69,42883.67,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006597,CLI_04316,BR_022,62,Mass,Self-employed,15,26565.75,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006599,CLI_03960,BR_004,38,Mass,Salaried,104,23018.14,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006602,CLI_04849,BR_046,42,Mass,Salaried,88,15192.3,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006605,CLI_02986,BR_050,40,Mass,Business Owner,103,31595.88,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006614,CLI_01819,BR_028,43,Mass,Gig-worker,20,11652.84,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006615,CLI_04201,BR_040,39,Mass,Self-employed,75,9920.65,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006618,CLI_04546,BR_004,73,Mass,Gig-worker,21,31559.2,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006619,CLI_01469,BR_018,24,Mass,Gig-worker,80,47921.39,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006620,CLI_04908,BR_012,65,Mass-Affluent,Self-employed,70,45322.48,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006621,CLI_04486,BR_050,51,Mass-Affluent,Unemployed,60,8405.72,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006624,CLI_01709,BR_021,62,Mass,Salaried,39,26581.89,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006626,CLI_01476,BR_025,53,Mass-Affluent,Gig-worker,78,7571.26,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006630,CLI_03225,BR_014,64,Mass,Salaried,83,47439.46,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006631,CLI_03965,BR_037,71,Mass-Affluent,Self-employed,6,6668.57,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006633,CLI_04939,BR_040,52,Premium,Salaried,48,5403.28,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006635,CLI_03280,BR_030,21,Mass-Affluent,Salaried,72,47976.73,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006637,CLI_02005,BR_014,50,Mass-Affluent,Salaried,18,15875.61,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006638,CLI_01837,BR_046,67,Mass-Affluent,Salaried,70,18770.81,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006641,CLI_01771,BR_034,62,Mass-Affluent,Self-employed,72,25715.14,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006642,CLI_03864,BR_046,61,Mass,Salaried,24,47599.08,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006644,CLI_00035,BR_032,61,Mass,Salaried,4,40131.67,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006645,CLI_02205,BR_012,31,Mass-Affluent,Salaried,19,17389.67,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006650,CLI_04303,BR_039,67,Mass,Salaried,42,39017.17,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006652,CLI_01629,BR_045,20,Private,Self-employed,112,16727.95,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006654,CLI_01560,BR_044,51,Mass,Salaried,104,39441.52,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006655,CLI_00805,BR_001,40,Mass,Unemployed,91,27136.62,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006657,CLI_04348,BR_040,59,Premium,Self-employed,98,38226.32,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006661,CLI_04931,BR_046,46,Mass,Gig-worker,37,40896.24,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006663,CLI_00956,BR_017,43,Mass-Affluent,Gig-worker,104,36130.59,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006667,CLI_01998,BR_020,53,Mass-Affluent,Salaried,42,45523.96,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006668,CLI_01666,BR_036,29,Mass,Salaried,21,2737.49,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006669,CLI_02131,BR_002,68,Mass,Gig-worker,87,41498.58,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006670,CLI_03741,BR_045,25,Premium,Self-employed,2,25817.09,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006671,CLI_02501,BR_004,41,Mass-Affluent,Salaried,42,43183.88,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006674,CLI_01498,BR_048,70,Mass,Gig-worker,85,38674.82,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006675,CLI_04603,BR_042,73,Premium,Gig-worker,100,42306.63,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006678,CLI_03145,BR_002,72,Premium,Gig-worker,11,12881.82,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006679,CLI_01952,BR_050,58,Mass,Gig-worker,73,37378.99,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006680,CLI_01460,BR_001,71,Mass,Gig-worker,52,8528.51,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006681,CLI_00293,BR_013,36,Mass,Unemployed,57,9929.16,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006682,CLI_00655,BR_006,62,Mass,Self-employed,11,44069.27,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006683,CLI_02985,BR_022,27,Mass,Business Owner,57,35588.23,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006684,CLI_03844,BR_017,58,Mass-Affluent,Gig-worker,76,43893.62,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006688,CLI_04015,BR_006,64,Mass,Business Owner,62,1474.37,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006689,CLI_03254,BR_003,69,Private,Gig-worker,6,14941.63,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006691,CLI_04881,BR_006,18,Mass,Salaried,72,5518.76,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006693,CLI_03506,BR_035,50,Mass,Salaried,67,19775.46,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006695,CLI_02686,BR_050,28,Mass,Self-employed,42,35494.96,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006696,CLI_00028,BR_037,50,Mass-Affluent,Salaried,61,36734.71,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006698,CLI_01307,BR_035,43,Mass,Self-employed,60,24791.49,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006700,CLI_03455,BR_008,74,Mass-Affluent,Self-employed,18,45789.14,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006705,CLI_04289,BR_010,49,Premium,Self-employed,56,28682.77,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006708,CLI_00203,BR_031,52,Premium,Unemployed,27,49649.95,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006709,CLI_00402,BR_033,47,Premium,Self-employed,106,42837.14,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006712,CLI_00890,BR_032,51,Mass-Affluent,Gig-worker,90,8317.46,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006713,CLI_00179,BR_033,36,Mass,Salaried,43,40046.73,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006714,CLI_01980,BR_009,21,Mass,Business Owner,116,39523.66,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006715,CLI_02511,BR_029,38,Private,Gig-worker,7,11361.0,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006716,CLI_02883,BR_015,48,Mass,Salaried,69,38472.49,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006717,CLI_03985,BR_018,30,Mass,Salaried,3,29516.69,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006721,CLI_04283,BR_029,36,Mass,Gig-worker,12,25816.42,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006723,CLI_03831,BR_019,52,Mass,Self-employed,92,2416.59,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006725,CLI_04405,BR_041,49,Mass,Salaried,55,47395.03,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006726,CLI_02225,BR_050,72,Mass,Salaried,54,25476.86,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006729,CLI_04627,BR_015,71,Mass,Gig-worker,68,45896.8,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006734,CLI_02359,BR_043,64,Mass,Salaried,116,27480.68,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006735,CLI_03855,BR_009,63,Mass,Salaried,52,47265.98,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006738,CLI_00407,BR_011,69,Mass,Gig-worker,38,44377.87,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006739,CLI_04341,BR_034,39,Mass,Business Owner,61,16748.85,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006743,CLI_04978,BR_005,22,Mass,Salaried,87,9052.72,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006745,CLI_02242,BR_043,52,Premium,Salaried,37,18483.28,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006748,CLI_01513,BR_037,67,Mass,Unemployed,49,25605.5,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006749,CLI_00930,BR_041,38,Mass,Gig-worker,76,42967.41,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006750,CLI_04037,BR_001,56,Premium,Self-employed,6,10570.55,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006753,CLI_01040,BR_040,39,Premium,Gig-worker,69,40625.92,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006755,CLI_02100,BR_016,65,Premium,Self-employed,87,24796.21,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006756,CLI_00514,BR_045,27,Mass,Salaried,92,30074.36,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006757,CLI_04840,BR_037,21,Mass,Salaried,22,39698.51,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006761,CLI_02458,BR_014,18,Mass,Gig-worker,109,46937.34,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006763,CLI_02681,BR_007,32,Mass,Salaried,101,10150.78,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006765,CLI_03167,BR_024,72,Mass,Self-employed,85,27880.79,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006767,CLI_04451,BR_043,42,Mass-Affluent,Gig-worker,114,40925.6,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006769,CLI_02888,BR_047,71,Mass,Self-employed,111,30744.05,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006772,CLI_03531,BR_020,27,Mass,Gig-worker,51,15535.42,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006776,CLI_02243,BR_040,46,Mass,Gig-worker,118,34639.45,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006777,CLI_01095,BR_042,66,Mass,Gig-worker,50,15700.97,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006778,CLI_01359,BR_006,43,Mass,Unemployed,72,28824.44,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006781,CLI_01451,BR_010,31,Mass,Salaried,74,48773.28,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006782,CLI_02124,BR_028,42,Mass,Self-employed,9,7459.83,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006785,CLI_01665,BR_048,42,Mass,Gig-worker,18,31921.3,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006788,CLI_04073,BR_035,18,Mass,Gig-worker,7,47424.07,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006790,CLI_00215,BR_047,22,Mass,Unemployed,43,17791.01,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006791,CLI_03073,BR_028,52,Mass,Gig-worker,73,22889.38,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006793,CLI_04473,BR_023,41,Mass,Self-employed,69,5910.86,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006796,CLI_03272,BR_035,48,Mass,Salaried,90,10686.0,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006797,CLI_01207,BR_041,50,Private,Self-employed,40,21578.05,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006799,CLI_03470,BR_032,32,Mass,Gig-worker,106,31815.5,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006801,CLI_04848,BR_047,54,Mass,Salaried,12,46126.93,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006810,CLI_00003,BR_036,42,Mass,Salaried,114,25050.91,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006812,CLI_01083,BR_022,68,Mass-Affluent,Salaried,65,28422.02,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006814,CLI_01518,BR_047,57,Mass,Gig-worker,49,21662.12,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006815,CLI_04847,BR_024,28,Mass,Business Owner,58,46222.55,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006817,CLI_03580,BR_020,52,Mass,Gig-worker,119,29948.39,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006818,CLI_02634,BR_012,71,Mass-Affluent,Gig-worker,32,29043.9,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006825,CLI_01705,BR_015,48,Mass,Unemployed,11,7176.99,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006828,CLI_01893,BR_028,46,Mass-Affluent,Business Owner,69,37806.22,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006831,CLI_02352,BR_011,74,Mass,Gig-worker,54,34977.27,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_006834,CLI_02476,BR_010,65,Mass,Gig-worker,56,28601.67,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006835,CLI_04546,BR_038,73,Mass,Gig-worker,21,3655.93,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006838,CLI_02791,BR_037,22,Mass-Affluent,Salaried,4,17136.48,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006840,CLI_00679,BR_032,18,Mass-Affluent,Gig-worker,65,46509.33,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006842,CLI_03560,BR_014,32,Private,Unemployed,41,49831.15,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006844,CLI_02938,BR_004,40,Mass,Unemployed,26,35737.76,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006846,CLI_04401,BR_032,20,Mass,Self-employed,48,43742.94,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006848,CLI_00836,BR_043,67,Private,Gig-worker,44,14730.12,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006849,CLI_02494,BR_016,30,Mass,Salaried,19,7476.78,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006851,CLI_02326,BR_032,29,Mass,Self-employed,16,21905.13,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006852,CLI_03925,BR_018,42,Mass,Gig-worker,87,45593.23,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006853,CLI_02425,BR_025,18,Mass-Affluent,Salaried,29,15425.94,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006859,CLI_04860,BR_003,61,Mass-Affluent,Salaried,13,45825.62,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006862,CLI_01149,BR_007,57,Mass,Salaried,111,37049.95,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006864,CLI_04578,BR_044,45,Premium,Unemployed,70,2321.52,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_006865,CLI_00122,BR_008,41,Mass,Salaried,25,18896.63,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_006867,CLI_04677,BR_023,34,Mass-Affluent,Gig-worker,92,45136.93,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006868,CLI_03723,BR_017,32,Private,Gig-worker,42,47722.74,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006870,CLI_02173,BR_017,61,Private,Self-employed,39,36607.54,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006874,CLI_03643,BR_020,26,Mass,Unemployed,54,28398.93,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006877,CLI_01485,BR_026,59,Mass,Gig-worker,104,21062.28,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006885,CLI_03659,BR_018,55,Mass-Affluent,Self-employed,44,37452.17,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006889,CLI_00165,BR_045,51,Mass,Salaried,55,27932.29,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_006891,CLI_01957,BR_015,41,Mass,Self-employed,69,19530.11,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006894,CLI_03290,BR_003,71,Mass,Gig-worker,1,25527.55,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_006896,CLI_02424,BR_035,38,Mass,Self-employed,8,20282.24,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_006898,CLI_03697,BR_043,47,Premium,Gig-worker,31,15014.19,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_006902,CLI_01993,BR_015,67,Mass-Affluent,Salaried,81,9547.49,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
